"id","content","image_url","lesson_id","category_id","category_name","answers","count"
2393,"موقع باحة الفراسة:","",7,1,"اختر الإجابة الصحيحة","[{""content"" : ""خلف الباحة الحسية الجسمية الأولية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2393, ""image_url"" : """"}, {""content"" : ""تقابل باحة فيرنكه في نصف الكرة المخية الأيمن"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2393, ""image_url"" : """"}, {""content"" : ""في الفصين الصدغيين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2393, ""image_url"" : """"}, {""content"" : ""أمام الباحات الحركية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2393, ""image_url"" : """"}]","4"
2395,"موقع باحة الترابط أمام الجبهية:","",7,1,"اختر الإجابة الصحيحة","[{""content"" : ""أمام شق رولاندو في الفص الجبهي"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2395, ""image_url"" : """"}, {""content"" : ""في الناحية الوحشية لنصف الكرة المخية الأيسر وسط باحة الترابط الجدارية القفوية الصدغية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2395, ""image_url"" : """"}, {""content"" : ""أمام الباحات الحركية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2395, ""image_url"" : """"}, {""content"" : ""تقابل باحة فيرنكه في نصف الكرة المخية الأيمن"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2395, ""image_url"" : """"}]","4"
2396,"باحة تُعد مركز التحكم بالفعاليات الأخلاقية والقيم الاجتماعية:","",7,1,"اختر الإجابة الصحيحة","[{""content"" : ""بروكه"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2396, ""image_url"" : """"}, {""content"" : ""الترابط الحافية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2396, ""image_url"" : """"}, {""content"" : ""الترابط أمام الجبهية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2396, ""image_url"" : """"}, {""content"" : ""فيرنكه"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2396, ""image_url"" : """"}]","4"
2397,"باحة يؤدي تخريبها إلى حبسة حركية:","",7,1,"اختر الإجابة الصحيحة","[{""content"" : ""الفراسة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2397, ""image_url"" : """"}, {""content"" : ""بروكه"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2397, ""image_url"" : """"}, {""content"" : ""فيرنكه"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2397, ""image_url"" : """"}, {""content"" : ""الترابطية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2397, ""image_url"" : """"}]","4"
2398,"موقع باحة الترابط الحافية:","",7,1,"اختر الإجابة الصحيحة","[{""content"" : ""في الفصين الصدغيين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2398, ""image_url"" : """"}, {""content"" : ""خلف الباحة الحسية الجسمية الأولية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2398, ""image_url"" : """"}, {""content"" : ""تقابل باحة فيرنكه في نصف الكرة المخية الأيمن"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2398, ""image_url"" : """"}, {""content"" : ""في الناحية السفلية للفصين الجبهيين وإلى الأمام من الفصين الصدغيين"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2398, ""image_url"" : """"}]","4"
2399,"باحة ترابطية لها علاقة بسلوك الشخص وانفعالاته:","",7,1,"اختر الإجابة الصحيحة","[{""content"" : ""الحافية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2399, ""image_url"" : """"}, {""content"" : ""فيرنكه"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2399, ""image_url"" : """"}, {""content"" : ""بروكه"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2399, ""image_url"" : """"}, {""content"" : ""أمام الجبهية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2399, ""image_url"" : """"}]","4"
2458,"المسلك الحسي الناقل لحس الألم يتصالب في:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""النخاع الشوكي"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2458, ""image_url"" : """"}, {""content"" : ""المخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2458, ""image_url"" : """"}, {""content"" : ""البصلة السيسائية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2458, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2458, ""image_url"" : """"}]","4"
2459,"المسلك الحسي الناقل لحس الحرارة يتصالب في:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""المخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2459, ""image_url"" : """"}, {""content"" : ""السويقتين المخيتين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2459, ""image_url"" : """"}, {""content"" : ""النخاع الشوكي"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2459, ""image_url"" : """"}, {""content"" : ""أمام الوطاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2459, ""image_url"" : """"}]","4"
2460,"المسلك الحسي الناقل لحس اللمس الخشن يتصالب في:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""النخاع الشوكي"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2460, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2460, ""image_url"" : """"}, {""content"" : ""أمام الوطاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2460, ""image_url"" : """"}, {""content"" : ""المخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2460, ""image_url"" : """"}]","4"
2461,"المسلك الحسي الناقل لحس اللمس الدقيق يتصالب في:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2461, ""image_url"" : """"}, {""content"" : ""أمام الوطاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2461, ""image_url"" : """"}, {""content"" : ""المخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2461, ""image_url"" : """"}, {""content"" : ""البصلة السيسائية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2461, ""image_url"" : """"}]","4"
2462,"المسلك الحسي الناقل للحس العميق يتصالب في:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""البصلة السيسائية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2462, ""image_url"" : """"}, {""content"" : ""المخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2462, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2462, ""image_url"" : """"}, {""content"" : ""أمام الوطاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2462, ""image_url"" : """"}]","4"
2463,"المسلك الحسي الناقل لحس الاهتزاز يتصالب في:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""أمام الوطاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2463, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2463, ""image_url"" : """"}, {""content"" : ""البصلة السيسائية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2463, ""image_url"" : """"}, {""content"" : ""المخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2463, ""image_url"" : """"}]","4"
2464,"المسلك الناقل لأحد الإحساسات الآتية لا يتصالب في النخاع الشوكي:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الاهتزاز"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2464, ""image_url"" : """"}, {""content"" : ""الحرارة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2464, ""image_url"" : """"}, {""content"" : ""الألم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2464, ""image_url"" : """"}, {""content"" : ""اللمس الخشن"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2464, ""image_url"" : """"}]","4"
2465,"المسلك الناقل لأحد الإحساسات الآتية لا يتصالب في النخاع الشوكي:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""اللمس الخشن"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2465, ""image_url"" : """"}, {""content"" : ""الألم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2465, ""image_url"" : """"}, {""content"" : ""الحرارة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2465, ""image_url"" : """"}, {""content"" : ""الحس العميق"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2465, ""image_url"" : """"}]","4"
2466,"المسلك الناقل لأحد الإحساسات الآتية لا يتصالب في النخاع الشوكي:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الألم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2466, ""image_url"" : """"}, {""content"" : ""اللمس الدقيق"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2466, ""image_url"" : """"}, {""content"" : ""اللمس الخشن"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2466, ""image_url"" : """"}, {""content"" : ""الحرارة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2466, ""image_url"" : """"}]","4"
2467,"المسلك الناقل لأحد الإحساسات الآتية لا يتصالب في البصلة السيسائية:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""اللمس الدقيق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2467, ""image_url"" : """"}, {""content"" : ""الألم"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2467, ""image_url"" : """"}, {""content"" : ""الاهتزاز"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2467, ""image_url"" : """"}, {""content"" : ""الحس العميق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2467, ""image_url"" : """"}]","4"
2468,"المسلك الناقل لأحد الإحساسات الآتية لا يتصالب في البصلة السيسائية:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الحس العميق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2468, ""image_url"" : """"}, {""content"" : ""الاهتزاز"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2468, ""image_url"" : """"}, {""content"" : ""اللمس الدقيق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2468, ""image_url"" : """"}, {""content"" : ""اللمس الخشن"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2468, ""image_url"" : """"}]","4"
2469,"المسلك الناقل لأحد الإحساسات الآتية لا يتصالب في البصلة السيسائية:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الاهتزاز"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2469, ""image_url"" : """"}, {""content"" : ""الحس العميق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2469, ""image_url"" : """"}, {""content"" : ""الحرارة"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2469, ""image_url"" : """"}, {""content"" : ""اللمس الدقيق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2469, ""image_url"" : """"}]","4"
2470,"إحدى هذه العصبونات ليست من المسلك الحسي اللمسي الدقيق الصاعد:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""عصبون جسمه يقع في البصلة السيسائية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2470, ""image_url"" : """"}, {""content"" : ""عصبون جسمه يقع في المادة الرمادية للنخاع الشوكي"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2470, ""image_url"" : """"}, {""content"" : ""عصبون جسمه يقع في المهاد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2470, ""image_url"" : """"}, {""content"" : ""عصبون جسمه يقع في العقدة الشوكية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2470, ""image_url"" : """"}]","4"
2471,"الحبال التي تعبرها الألياف الحسية الصاعدة في النخاع الشوكي:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الحبلين الأماميين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2471, ""image_url"" : """"}, {""content"" : ""الحبلين الأماميين والجانبيين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2471, ""image_url"" : """"}, {""content"" : ""الحبلين الخلفيين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2471, ""image_url"" : """"}, {""content"" : ""جميع الحبال"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2471, ""image_url"" : """"}]","4"
2472,"الحبال التي يعبرها السبيل القشري النخاعي في النخاع الشوكي:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الحبلين الأماميين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2472, ""image_url"" : """"}, {""content"" : ""الحبلين الأماميين والجانبيين"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2472, ""image_url"" : """"}, {""content"" : ""الحبلين الخلفيين"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2472, ""image_url"" : """"}, {""content"" : ""جميع الحبال"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2472, ""image_url"" : """"}]","4"
2473,"تتشكل السويقتان المخيتان من تجمع محاوير واحدة من العصبونات التالية:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الهرمية في قشرة المخ"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2473, ""image_url"" : """"}, {""content"" : ""ثنائية القطب"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2473, ""image_url"" : """"}, {""content"" : ""النجمية في القرون الأمامية للنخاع الشوكي"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2473, ""image_url"" : """"}, {""content"" : ""أحادية القطب"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2473, ""image_url"" : """"}]","4"
2474,"يتم التصالب الحركي للمحاوير في السبيل القشري النخاعي في:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""النخاع الشوكي"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2474, ""image_url"" : """"}, {""content"" : ""المادة الرمادية للنخاع الشوكي"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2474, ""image_url"" : """"}, {""content"" : ""القرن الأمامي من النخاع الشوكي"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2474, ""image_url"" : """"}, {""content"" : ""البصلة السيسائية والنخاع الشوكي"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2474, ""image_url"" : """"}]","4"
2475,"يحتوي المخ على عدد من العصبونات يساوي تقريباً:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""100 مليار"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2475, ""image_url"" : """"}, {""content"" : ""200 مليون"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2475, ""image_url"" : """"}, {""content"" : ""100 ألف"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2475, ""image_url"" : """"}, {""content"" : ""100 مليون"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2475, ""image_url"" : """"}]","4"
2476,"عدد المشابك في المخ:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""تريليون مشبك في كل 1 m³"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2476, ""image_url"" : """"}, {""content"" : ""مليار مشبك في كل 1 cm³"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2476, ""image_url"" : """"}, {""content"" : ""تريليون مشبك في كل 1 cm³"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2476, ""image_url"" : """"}, {""content"" : ""200 مليار مشبك في كل 1 cm³"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2476, ""image_url"" : """"}]","4"
2477,"الترتيب الصحيح لمراحل تنظيم الذاكرة في الدماغ:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الذاكرة الطويلة الأمد - الذاكرة الحسية - الذاكرة القصيرة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2477, ""image_url"" : """"}, {""content"" : ""الذاكرة القصيرة الأمد - الذاكرة الحسية - الذاكرة الطويلة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2477, ""image_url"" : """"}, {""content"" : ""الذاكرة الحسية - الذاكرة الطويلة الأمد - الذاكرة القصيرة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2477, ""image_url"" : """"}, {""content"" : ""الذاكرة الحسية - الذاكرة القصيرة الأمد - الذاكرة الطويلة الأمد"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2477, ""image_url"" : """"}]","4"
2478,"تذكُّر عنوان منزلك القديم يَتبع للذاكرة:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الحسية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2478, ""image_url"" : """"}, {""content"" : ""طويلة الأمد"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2478, ""image_url"" : """"}, {""content"" : ""قصيرة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2478, ""image_url"" : """"}, {""content"" : ""السمعية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2478, ""image_url"" : """"}]","4"
2479,"تسجل الانطباعات التي تستقبلها الحواس:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الذاكرة الطويلة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2479, ""image_url"" : """"}, {""content"" : ""الذاكرة القصيرة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2479, ""image_url"" : """"}, {""content"" : ""الذاكرة الحسية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2479, ""image_url"" : """"}, {""content"" : ""المرونة العصبية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2479, ""image_url"" : """"}]","4"
2480,"يمكن أن تزول أو تتحول لذاكرة طويلة الأمد:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الذاكرة الحسية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2480, ""image_url"" : """"}, {""content"" : ""المرونة العصبية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2480, ""image_url"" : """"}, {""content"" : ""الذاكرة الطويلة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2480, ""image_url"" : """"}, {""content"" : ""الذاكرة القصيرة الأمد"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2480, ""image_url"" : """"}]","4"
2481,"سعتها غير محدودة وتبقى راسخة مدى الحياة:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""الذاكرة الحسية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2481, ""image_url"" : """"}, {""content"" : ""المرونة العصبية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2481, ""image_url"" : """"}, {""content"" : ""الذاكرة الطويلة الأمد"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2481, ""image_url"" : """"}, {""content"" : ""الذاكرة القصيرة الأمد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2481, ""image_url"" : """"}]","4"
2482,"تستمر الذاكرة الحسية:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""20 ثانية أو أكثر"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2482, ""image_url"" : """"}, {""content"" : ""أجزاء من الثانية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2482, ""image_url"" : """"}, {""content"" : ""عدة ساعات"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2482, ""image_url"" : """"}, {""content"" : ""لمدة طويلة جداً"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2482, ""image_url"" : """"}]","4"
2483,"تستمر الذاكرة القصيرة الأمد:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""لمدة طويلة جداً"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2483, ""image_url"" : """"}, {""content"" : ""أجزاء من الثانية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2483, ""image_url"" : """"}, {""content"" : ""عدة ساعات"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2483, ""image_url"" : """"}, {""content"" : ""20 ثانية أو أكثر"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2483, ""image_url"" : """"}]","4"
2484,"تستمر الذاكرة الطويلة الأمد:","",8,1,"اختر الإجابة الصحيحة","[{""content"" : ""لمدة طويلة جداً"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2484, ""image_url"" : """"}, {""content"" : ""20 ثانية أو أكثر"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2484, ""image_url"" : """"}, {""content"" : ""أجزاء من الثانية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2484, ""image_url"" : """"}, {""content"" : ""عدة ساعات"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2484, ""image_url"" : """"}]","4"
2531,"له دور أساسي في تنظيم الفعاليات القشرية الحسية:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2531, ""image_url"" : """"}, {""content"" : ""المادة السوداء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2531, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2531, ""image_url"" : """"}, {""content"" : ""المهاد"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2531, ""image_url"" : """"}]","4"
2532,"له دور في تنظيم حرارة الجسم:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""الدماغ المتوسط"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2532, ""image_url"" : """"}, {""content"" : ""المهاد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2532, ""image_url"" : """"}, {""content"" : ""المخيخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2532, ""image_url"" : """"}, {""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2532, ""image_url"" : """"}]","4"
2533,"له دور في تنظيم فعالية الجهاز الهضمي:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2533, ""image_url"" : """"}, {""content"" : ""الحدبات التوءمية الأربع"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2533, ""image_url"" : """"}, {""content"" : ""الدماغ المتوسط"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2533, ""image_url"" : """"}, {""content"" : ""المادة السوداء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2533, ""image_url"" : """"}]","4"
2534,"يحوي مراكز الشعور بالعطش:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2534, ""image_url"" : """"}, {""content"" : ""المهاد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2534, ""image_url"" : """"}, {""content"" : ""المخيخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2534, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2534, ""image_url"" : """"}]","4"
2535,"يحوي مراكز الشعور بالجوع:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2535, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2535, ""image_url"" : """"}, {""content"" : ""الدماغ المتوسط"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2535, ""image_url"" : """"}, {""content"" : ""المخيخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2535, ""image_url"" : """"}]","4"
2536,"يحوي مراكز الشعور بالخوف:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""المهاد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2536, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2536, ""image_url"" : """"}, {""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2536, ""image_url"" : """"}, {""content"" : ""الدماغ المتوسط"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2536, ""image_url"" : """"}]","4"
2537,"يتحكّم بالنخامة الأمامية:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""المهاد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2537, ""image_url"" : """"}, {""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2537, ""image_url"" : """"}, {""content"" : ""الدماغ المتوسط"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2537, ""image_url"" : """"}, {""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2537, ""image_url"" : """"}]","4"
2538,"يتحكّم بالجهاز العصبي الذاتي:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""جذع الدماغ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2538, ""image_url"" : """"}, {""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2538, ""image_url"" : """"}, {""content"" : ""الدماغ المتوسط"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2538, ""image_url"" : """"}, {""content"" : ""المهاد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2538, ""image_url"" : """"}]","4"
2540,"بنى عصبية حركية تقع في مستوى الدماغ البيني إلى الجانب الوحشي لكلّ مهاد، وفي عمق المادة البيضاء:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""المادة السوداء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2540, ""image_url"" : """"}, {""content"" : ""الحدبات التوءمية الأربع"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2540, ""image_url"" : """"}, {""content"" : ""النوى القاعدية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2540, ""image_url"" : """"}, {""content"" : ""اللوزة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2540, ""image_url"" : """"}]","4"
2541,"مرحلة لمرور الحزم المحركة النازلة من القشرة المخية إلى المراكز العصبية في الدماغ المتوسط:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""المخيخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2541, ""image_url"" : """"}, {""content"" : ""الحدبات التوءمية الأربع"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2541, ""image_url"" : """"}, {""content"" : ""الجسمان المخططان"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2541, ""image_url"" : """"}, {""content"" : ""الوطاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2541, ""image_url"" : """"}]","4"
2542,"ضروريان لحفظ توازن الجسم:","",9,1,"اختر الإجابة الصحيحة","[{""content"" : ""الجسمان المخططان"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2542, ""image_url"" : """"}, {""content"" : ""المخيخ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2542, ""image_url"" : """"}, {""content"" : ""المهاد"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2542, ""image_url"" : """"}, {""content"" : ""السويقتان المخيتان"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2542, ""image_url"" : """"}]","4"
